pharmacyID,medicineID,quantity,discount
3287,47690,3783,0
3287,9088,7164,20
3287,4409,3508,0
3287,30607,6892,0
3287,47349,3875,20
3287,43786,425,30
3287,10224,6646,0
3287,45592,4834,0
3287,25646,8748,10
3287,4996,9198,0
3287,4604,5615,20
3287,40280,6594,10
3287,38608,9324,0
3287,33558,6594,10
3287,43236,8501,10
3287,11082,8445,20
3287,12841,2817,10
3287,34132,4711,30
3287,38831,6833,10
3287,37474,6394,30
3287,43168,6477,10
3287,5107,1177,30
3287,11954,6647,30
3287,14791,6395,0
3287,14943,4599,20
3287,23248,184,0
3287,42981,7730,0
3287,2702,9694,0
3287,35896,3786,20
3287,4821,9108,30
3287,50776,9704,0
3287,13611,8217,30
3287,20788,802,10
3287,10893,1028,0
3287,6631,909,30
3287,18032,6887,10
3287,11036,5905,10
3287,51720,4911,20
3287,37431,7355,20
3287,22609,4306,10
3287,21119,8164,10
3287,32342,6130,30
3287,45779,6499,20
3287,50929,815,20
3287,37027,9576,10
3287,5486,5671,30
3287,51843,4721,30
3287,13485,4926,30
3287,37587,2159,0
3287,36803,9209,30
3287,9837,4444,20
3287,2706,5267,30
3287,7418,2969,10
3287,24408,964,10
3287,9266,5258,20
3287,37664,8546,20
3287,36039,5506,20
3287,7787,1370,0
3287,34537,568,30
3287,33050,6640,10
3287,23730,4457,0
3287,1548,6316,10
3287,18571,6599,20
3287,21639,5905,0
3287,15637,6646,20
3287,18500,5140,10
3287,30258,3973,10
3287,11756,4772,0
3287,24823,422,20
3287,14805,1590,10
3287,43885,8661,30
3287,36477,1214,0
3287,46270,1845,0
3287,44846,200,30
3287,26455,6256,20
3287,21476,6574,0
3287,24062,2066,20
3287,40725,2250,30
3287,52895,1537,30
3287,44978,6432,0
3287,11400,9300,20
3287,40113,7250,0
3287,7273,6863,30
3287,33030,5579,30
3287,42818,6587,20
3287,38665,4058,30
8184,3465,6536,30
8184,21670,9146,20
8184,15734,1342,20
8184,42020,5003,0
8184,24715,9505,30
8184,13982,3422,30
8184,3976,4094,10
8184,37165,9640,20
8184,42900,3027,30
8184,23071,9863,20
8184,51619,8747,30
8184,52436,3194,10
8184,19878,9763,30
8184,34025,2485,10
8184,50130,8851,30
8184,26191,8404,10
8184,50543,3497,10
8184,3986,4385,20
8184,35654,2539,30
8184,53233,8763,10
8184,253,8622,20
8184,11109,6150,20
8184,32943,3107,0
8184,6192,8711,10
8184,733,1993,30
8184,14164,855,20
8184,48328,6380,0
8184,21960,5189,10
8184,12756,9154,30
8184,2543,8541,20
8184,42586,9988,20
8184,24368,1158,0
8184,22190,5223,30
8184,36697,6137,0
8184,29412,3008,0
8184,48715,1337,30
8184,35991,7052,0
8184,11232,2900,20
8184,24144,718,20
8184,17712,7963,20
8184,25153,8171,0
8184,9561,5067,0
8184,8540,3512,30
8184,49304,9349,30
8184,50161,8010,10
8184,29510,2618,10
8184,23524,3031,20
8184,33632,2716,10
8184,20883,2235,30
8184,44948,6323,30
8184,48111,9979,20
8184,29838,9347,30
8184,49808,3238,0
8184,51402,8237,0
8184,30663,9547,30
8184,16459,6083,20
8184,7968,3383,10
8184,33807,7777,30
8184,42169,7790,20
8184,29933,9839,10
8184,44851,1256,20
8184,50155,5888,10
8184,23546,5052,30
8184,31361,6379,20
8184,11346,2546,20
8184,18403,5820,30
8184,10418,3841,30
8184,17376,8395,20
8184,47129,8458,0
8184,46079,7274,10
8184,25503,5244,30
8184,280,6736,10
8184,22366,6490,10
8184,10602,2182,30
8184,48897,6768,10
8184,3033,513,30
8184,51683,5007,20
8184,32313,9122,30
8184,20219,8034,10
8184,7380,8398,30
8184,48307,4471,10
8184,10218,6633,20
8184,31888,1290,0
8184,40322,9222,0
8184,32511,8058,20
8184,29829,3217,20
8184,49486,5201,30
8184,7030,2888,0
8184,12327,8662,0
8184,3822,9218,10
8184,5958,5721,20
8184,30223,5,20
8184,20868,8557,20
8184,15498,6414,20
8184,42938,8622,10
8184,26977,9246,20
8184,2754,3041,0
8184,48214,6447,0
8184,48395,9913,0
8184,50661,4893,0
8184,11480,6531,10
8184,32354,4735,20
8184,27351,1217,20
8184,42892,4417,20
8184,5908,6515,20
8184,15335,8342,0
8184,52065,8152,20
8184,52473,1363,0
8184,30452,4237,0
8184,38947,6933,10
8184,4435,3979,30
8184,18624,6320,0
8184,17083,8599,20
8184,14228,6988,0
8184,1010,9916,20
8184,550,1505,30
8184,14445,6220,20
8184,29336,5455,30
8184,30725,3749,0
8184,5407,4787,0
8184,14894,1795,30
8184,8519,2627,0
8184,36828,3759,10
8184,5190,624,0
8184,19890,426,30
8184,14404,1331,10
8184,13101,6781,10
8184,36940,1885,30
8184,16585,6294,10
8184,50003,8163,10
8184,20154,3931,0
8184,4875,2451,20
8184,22601,9973,30
8184,22957,2448,30
8184,20330,587,20
8184,310,8301,10
8184,47278,4347,30
8184,45660,168,30
8184,15971,841,0
8184,52965,3715,20
8184,4463,3856,0
8184,13610,4465,10
8184,7944,4202,10
8184,47801,4328,30
8184,17165,3368,30
8184,21462,5168,30
8184,20191,8484,30
8184,2809,3883,30
8184,48136,8006,30
8184,33529,4632,0
8184,45128,6159,0
8184,31704,4246,10
8184,33596,1275,30
8184,40696,5622,30
8184,39681,3155,20
8184,18668,57,0
8184,27656,5043,30
8184,30045,8970,10
8184,34853,416,0
8184,52752,5931,10
8184,34955,7992,10
8184,5484,8248,0
8184,21565,5114,0
8184,37824,8342,10
8184,7104,4639,20
8184,10381,1298,10
8184,23444,5971,0
8184,20408,2722,30
8184,43225,6328,0
8184,46413,9229,20
8184,23145,3173,20
8184,57,1997,10
8184,30399,5918,30
8184,8858,4502,30
8184,23029,8563,30
8184,23022,1675,30
8184,47998,4176,10
8184,46472,5005,0
8184,21589,9167,30
8184,13092,5390,0
8184,17094,9911,10
8184,12840,7710,10
8184,19159,5571,10
8184,45600,8384,10
8184,12521,1419,30
8184,8430,2224,10
8184,7110,7984,10
8184,2457,6737,30
8184,42774,6816,10
8184,7829,3077,0
8184,5266,5437,10
8184,22379,3447,30
8184,16076,6095,20
8184,43776,8409,0
8184,47181,6436,30
8184,47676,4918,30
8184,3613,8720,10
8184,46017,7302,30
8184,33886,6888,30
8184,48901,4911,30
8184,23752,4596,30
8184,12371,7778,30
8184,14103,4497,20
8184,22585,4993,0
8184,29657,5869,0
8184,30360,8031,10
8184,31447,8089,30
8184,18768,9595,20
8184,41578,453,0
8184,41270,534,10
8184,38000,9854,30
8184,391,6302,10
8184,4655,4239,0
8184,31333,8168,30
8184,1796,9840,10
8184,32631,6404,0
8184,9808,3385,10
8184,41028,4346,10
8184,52166,1313,10
8184,48652,1514,20
8184,12138,1085,30
8184,15978,2221,10
8184,10894,409,10
8184,22368,5903,10
8184,16191,5517,0
8184,32789,5336,0
8184,31471,8165,20
8184,52020,6360,10
8184,53071,1860,0
8184,18833,1462,30
8184,29568,1186,0
8184,33830,9404,0
8184,44179,9753,30
8184,31162,2302,0
8184,39769,5642,10
8184,27829,5625,20
8184,8451,6753,20
8184,42508,1614,0
8184,33791,9877,30
8184,18075,3204,30
8184,34993,7911,20
8184,632,3670,20
8184,6706,5641,30
8184,24987,646,20
8184,28312,9258,30
8184,27747,330,20
8184,43387,1162,0
8184,16742,3854,30
8184,26334,3071,20
8184,43211,2496,10
8184,44430,1457,20
8184,10167,1201,30
8184,20266,5739,20
8184,32144,5830,20
8184,28670,253,0
8184,46994,3013,20
8184,46906,5284,10
8184,11279,3565,0
8184,4086,1154,30
8184,11758,8155,20
8184,12443,8320,0
8184,46173,6738,30
8184,29030,988,30
8184,8010,2582,20
8184,40007,8969,20
8184,19836,317,30
8184,39246,6626,20
8184,5002,4660,10
8184,7414,2802,20
8184,17654,1406,0
8184,22991,318,20
8184,32867,7934,10
8184,45409,3342,10
8184,5269,1676,10
8184,52466,2358,30
8184,41142,746,20
8184,13108,8601,10
8184,467,5107,20
8184,8888,6534,10
8184,52084,5185,0
8184,33360,5405,10
8184,14794,9707,20
8184,47600,7684,10
8184,37770,4879,30
8184,19820,5289,30
8184,38078,1574,0
8184,39446,5254,0
8184,30342,1643,30
8184,36845,8760,10
8184,21970,82,20
8184,4468,2771,30
8184,34342,7245,10
8184,47450,615,20
8184,51821,8651,0
8184,36428,2250,0
8184,5065,1267,10
8184,4169,8728,30
8184,53277,4262,20
8184,30863,4261,0
8184,21213,6298,0
8184,5026,8503,20
8184,29958,8487,0
8184,49291,1984,30
8184,23090,9167,10
8184,49709,9175,0
8184,44617,3205,30
8184,21344,2693,10
8184,35623,2648,0
8184,36514,3974,20
8184,1433,7224,0
8184,23312,4043,20
8184,28818,2423,30
8184,48844,525,20
8184,12747,1624,0
8184,41078,4777,10
8184,52006,6827,0
8184,6569,5202,10
8184,8940,9729,10
8184,17488,4584,20
8184,37117,1017,10
8184,50429,5341,0
8184,49025,2828,0
8184,48630,3804,10
8184,20759,8817,20
8184,31513,968,10
8184,20488,1429,30
8184,51061,7595,30
8184,20206,7171,0
8184,48534,1200,30
8184,2215,4408,20
8184,51957,6704,0
8184,36743,9291,10
8184,27313,2245,20
8184,47689,2732,30
8184,16988,5509,0
8184,31232,3696,0
8184,25614,9856,30
8184,10074,8844,0
8184,21170,5031,20
8184,36313,9518,20
8184,33974,7043,20
8184,27280,2739,30
8184,25199,2752,0
8184,49578,5600,30
8184,15614,460,20
8184,52602,1018,20
8184,1225,2503,0
8184,9508,3289,20
8184,32558,2807,20
8184,52000,5367,0
8184,41410,8688,30
8184,22098,6813,20
8184,39502,2997,0
8184,47639,9860,0
8184,40083,4818,0
8184,5565,7445,30
8184,23395,2433,20
8184,19367,3024,30
8184,42182,6195,20
8184,41361,7619,0
8184,35848,166,0
8184,13506,9232,20
8184,7201,29,10
8184,19890,5042,0
8184,49537,7974,30
8184,34543,747,20
8184,17605,7975,0
8184,20075,8450,0
8184,36087,67,20
8184,7457,8753,30
8184,33889,5158,0
8184,13287,907,0
8184,20820,7412,0
8184,4416,6956,10
8184,24175,5739,10
8184,37981,963,0
8184,13517,8939,10
8184,48084,4067,30
8184,15414,2074,10
8184,41769,3105,20
8184,27157,2555,20
8184,10847,9928,30
8184,52403,3656,20
8184,36683,4939,10
8184,22248,537,0
8184,2728,7336,30
8184,41329,8443,10
8184,20693,2547,20
8184,12585,4459,0
8184,14949,4882,20
8184,17981,4091,30
8184,35501,7308,10
8184,37493,775,30
8184,10238,5174,30
8184,9454,8303,30
8184,4817,5815,20
8184,14629,1017,30
8184,48836,4337,0
8184,41236,2844,10
8184,4370,7445,20
8184,16181,1566,30
8184,11324,6861,30
8184,13864,5443,20
8184,32523,6955,30
8184,2812,1852,20
8184,32523,9691,0
8184,8284,6403,30
8184,5393,1519,0
8184,39243,2748,20
8184,9879,9127,0
8184,17888,839,10
8184,19961,1194,0
8184,42976,4223,10
8184,38461,6111,30
8184,4522,7687,30
8184,23044,4187,30
8184,39107,3750,30
8184,36605,2423,0
8184,37552,6950,0
8184,34531,5473,30
8184,47022,3707,30
8184,23513,5028,0
8184,31994,7082,0
8184,43333,8289,30
8184,18048,449,10
8184,28352,7431,10
8184,21984,8400,30
8184,47758,5287,20
8184,19549,4588,30
8184,9682,4898,20
8184,43917,1850,0
8184,25571,1955,20
8184,46034,7605,10
8184,18704,9,10
8184,40557,3855,10
8184,12931,2389,30
8184,25026,99,10
8184,10374,1455,20
8184,18422,979,10
8184,11936,8416,20
8184,30881,727,0
8184,2116,2231,20
8184,22334,346,10
8184,4703,9,10
8184,10433,3413,30
8184,47748,3144,30
8184,7424,8217,0
8184,2853,7218,30
8184,11238,2633,20
8184,37134,3161,0
8184,576,4837,10
8184,42014,7197,30
8184,28596,6569,0
8184,13221,620,20
8184,38751,9647,0
8184,46569,1375,20
8911,6280,5950,10
8911,37870,4960,20
8911,51061,6797,0
8911,309,8395,0
8911,12490,5051,10
8911,26170,5776,0
8911,7995,2758,10
8911,15719,3103,30
8911,15650,2349,20
8911,42186,3771,10
8911,45271,6969,10
8911,48312,5156,0
8911,14289,1983,0
8911,23629,961,0
8911,32677,4477,10
8911,50013,3465,30
8911,4326,9580,10
8911,3475,6978,0
8911,42938,8481,20
8911,22098,3045,20
8911,52397,3951,10
8911,51868,8770,0
8911,18357,2241,0
8911,19605,6180,20
8911,33907,729,0
8911,30786,5298,30
8911,16073,4519,0
8911,6688,9871,20
8911,34457,3797,10
8911,10694,9386,30
8911,22381,3616,20
8911,53354,9456,10
8911,3627,7837,0
8911,19069,6481,20
8911,39903,4866,20
8911,38358,5114,20
8911,32760,2655,0
8911,6216,4956,10
8911,14523,2570,10
8911,52292,7516,30
8911,50016,3008,30
8911,8117,9386,0
8911,38674,64,0
8911,18155,9698,0
8911,13799,9259,10
8911,46885,5302,10
8911,2486,254,10
8911,50990,2634,0
8911,29532,4659,0
8911,32381,6836,20
8911,28810,275,20
8911,38937,7674,10
8911,27644,7830,10
8911,35374,6787,0
8911,52366,1692,0
8911,15436,1039,30
8911,49175,2886,10
8911,21818,5983,0
8911,14992,7822,20
8911,44538,3830,30
8911,13877,2080,0
8911,16588,3800,0
8911,33417,2319,30
8911,16996,550,0
8911,11610,4653,10
8911,656,2043,0
8911,20413,4174,10
8911,24381,2389,0
8911,10297,2690,0
8911,8814,4825,0
8911,6808,1143,30
8911,27850,1860,30
8911,45091,5609,30
8911,9688,4980,0
8911,33014,2647,20
8911,29552,3551,10
8911,4488,2774,0
8911,28569,8832,10
8911,41043,1272,30
8911,31509,9893,20
8911,26451,1955,0
8911,21012,9124,20
8911,49045,9331,10
8911,1693,2411,30
8911,3311,5561,20
8911,28249,5766,30
8911,13866,4849,0
8911,46858,2786,30
8911,37734,3198,10
8911,28113,9948,20
8911,46877,8087,10
8911,5585,761,20
8911,51152,3420,0
8911,6121,7927,10
8911,15167,9244,20
8911,3244,3039,30
8911,33329,1692,10
8911,3862,4746,30
8911,34076,3081,0
8911,52303,9026,30
8911,40773,4338,20
8911,19174,9546,20
8911,9110,9032,20
8911,37560,3989,0
8911,27413,5840,0
8911,10802,550,10
8911,2995,65,30
8911,45233,6795,0
8911,13545,3927,10
8911,5229,5504,0
8911,3680,9120,0
8911,16800,8214,30
8911,38581,1134,10
8911,29667,9949,30
8911,29222,9603,10
8911,3936,5227,30
8911,25822,680,0
8911,42562,8634,20
8911,29995,3100,20
8911,24619,1895,10
8911,25415,5751,30
8911,19345,1547,10
8911,19904,8864,20
8911,34383,1877,20
8911,23593,5425,30
8911,41627,7527,0
8911,1445,6625,30
8911,8023,2978,30
8911,21402,9033,10
8911,51051,9484,0
8911,15013,7347,20
8911,42003,5292,10
8911,1640,2229,10
8911,8243,9637,30
8911,45983,2402,10
8911,50737,3544,0
8911,13652,6498,30
8911,4077,1384,30
8911,47978,5288,20
8911,10593,5482,30
8911,15924,890,30
8911,38074,6700,20
8911,14780,5085,0
8911,11092,3189,30
8911,52254,9891,10
8911,22849,1230,0
8911,25068,258,10
8911,19623,8735,0
8911,25343,9495,10
8911,27195,6917,0
8911,412,734,20
8911,19683,1484,30
8911,10148,9509,30
8911,9206,4917,20
8911,27344,3834,20
8911,7576,1427,20
8911,36058,2375,30
8911,10707,165,10
8911,11223,6401,0
8911,19642,9041,30
8911,12520,4900,20
8911,989,6148,30
8911,18257,4314,20
8911,44066,5955,0
8911,17768,1049,30
8911,14841,1004,30
8911,52009,3375,20
8911,20996,6858,10
8911,15445,1713,20
8911,25633,5678,10
8911,4876,6304,30
8911,32189,6816,0
8911,30835,8956,10
8911,42669,2243,30
8911,25970,7640,10
8911,41502,5929,20
8911,8076,136,20
8911,31663,6849,20
8911,22745,6691,0
8911,47482,3986,0
8911,4631,8590,0
8911,15641,683,0
8911,4659,3820,20
8911,12338,4917,0
8911,36292,6433,30
8911,47052,6780,10
8911,36429,3486,20
8911,52387,6164,20
8911,40961,1512,0
8911,19378,7666,30
8911,26296,5123,30
8911,18671,4,30
8911,27363,884,10
8911,38909,1068,20
8911,53153,8223,10
8911,52090,5021,30
8911,34984,6602,0
8911,5399,1606,0
8911,6901,3942,10
8911,50225,4350,30
8911,11203,865,10
8911,2671,1499,30
8911,53151,6714,30
8911,19108,4219,0
8911,18592,8326,10
8911,18505,7361,0
8911,37926,3156,10
8911,16155,267,10
8911,7989,9197,20
8911,22871,4785,0
8911,19981,7200,30
8911,20264,5578,20
8911,38284,1729,10
8911,22728,5167,30
8911,46271,8498,0
8911,9913,3491,20
8911,13270,1204,10
8911,12379,138,30
8911,19646,7382,0
8911,15729,8904,0
8911,12179,8904,10
8911,33743,9425,30
8911,12815,118,20
8911,27367,6649,20
8911,5803,613,10
8911,14432,6101,10
8911,48692,8469,30
8911,51690,9345,20
8911,39232,8044,10
8911,48424,648,30
8911,36935,9870,20
8911,21521,7012,0
8911,23212,7879,20
8911,8390,8520,20
8911,42720,1513,30
8911,26673,7178,30
8911,38245,3898,30
8911,43229,9310,0
8911,41131,2426,20
8911,3133,7019,10
8911,45864,6634,30
8911,51525,2018,0
8911,35919,592,30
8911,1464,9936,0
8911,19559,4636,30
8911,51240,5228,0
8911,10554,912,30
8911,7488,223,30
8911,44319,8230,30
8911,45322,9719,20
8911,22625,536,30
8911,41447,4310,10
8911,21392,9077,0
8911,29944,3627,30
8911,19183,4805,20
8911,40109,6127,0
8911,639,1564,10
8911,4479,8578,30
8911,7764,22,0
8911,52476,1520,0
8911,52204,1633,20
8911,2999,1739,10
8911,2021,3880,10
8911,51544,938,20
8911,2989,8203,0
8911,17089,7115,10
4996,1631,8000,30
4996,41806,8941,0
4996,18468,5558,20
4996,23026,8885,30
4996,7227,6479,30
4996,35747,124,10
4996,16385,1,10
4996,306,7841,10
4996,40297,4942,10
4996,25066,1409,30
4996,16961,7063,10
4996,22891,3757,10
4996,35993,5684,0
4996,42467,4640,10
4996,19648,2321,20
4996,45619,4932,30
4996,1561,6633,20
4996,33027,1169,30
4996,26834,4301,30
4996,5832,92,20
4996,15934,461,20
4996,42218,658,30
4996,8995,31,10
4996,27836,3332,0
4996,53039,6534,10
4996,5120,7223,0
4996,44981,7812,30
4996,49163,7260,10
4996,18144,8810,10
4996,37692,3328,10
4996,8583,8326,20
4996,20340,1969,0
4996,22191,2518,0
4996,23069,8988,20
4996,45681,3323,20
4996,22994,8648,10
4996,12972,9365,10
4996,14619,4458,10
4996,43024,4660,10
4996,12212,336,20
4996,48218,2106,0
4996,4452,1075,20
4996,18254,415,0
4996,21367,3336,30
4996,9536,1307,10
4996,15400,8150,0
4996,26734,8417,20
4996,29018,160,30
4996,20542,775,30
4996,45769,8652,0
4996,16071,174,30
4996,38093,1719,20
4996,2689,3693,10
4996,19771,1990,20
4996,24726,9239,0
4996,24347,4972,30
4996,16181,4320,0
4996,49045,1760,30
4996,11194,7742,10
4996,2823,4361,10
4996,201,6901,20
4996,33351,4344,30
4996,110,9222,20
4996,17503,8831,30
4996,39476,8831,0
4996,48468,3916,0
4996,44383,1851,20
4996,18487,7442,0
4996,25065,2008,20
4996,53355,3100,20
4996,16336,58,20
4996,53282,9496,20
4996,13198,4560,10
4996,24269,2,10
4996,25845,1692,20
4996,21114,3403,30
4996,11576,9313,20
4996,646,9338,0
4996,21326,9127,0
4996,7171,8463,10
4996,49878,7649,10
4996,13555,9421,10
4996,19218,4620,10
4996,22687,4439,30
4996,16440,8591,20
4996,28438,380,30
4996,3896,8816,30
4996,12006,9952,30
4996,14900,2622,0
4996,12474,3908,10
4996,51871,1736,20
4996,13061,8624,20
4996,19172,3073,20
4996,51803,6667,10
4996,21809,6279,30
4996,42543,3609,30
4996,36263,9236,10
4996,1654,3697,30
4996,26766,9868,10
4996,36129,7534,20
4996,20162,3667,20
4996,18006,1086,10
4996,10090,3605,0
4996,44305,3606,30
4996,37277,5884,10
4996,2116,2032,0
4996,36733,8308,20
4996,13263,8960,10
4996,28273,641,20
4996,43680,9102,20
4996,8992,805,10
4996,37881,5456,30
4996,18243,9348,30
4996,22027,2191,20
4996,12411,1984,0
4996,423,2110,10
4996,51873,7814,20
4996,8671,688,30
4996,37674,1834,30
4996,27428,1381,30
4996,38305,7206,20
4996,5674,1327,30
4996,47180,2339,10
4996,24678,5896,30
4996,23227,6128,30
4996,15480,2593,30
4996,19758,6461,0
4996,20033,8072,20
4996,2694,5668,10
4996,42627,9077,30
4996,18656,5793,20
4996,39469,936,20
4996,50791,7382,30
4996,46712,9787,10
4996,46873,940,0
4996,2857,7946,30
4996,23476,1836,0
4996,29204,8497,0
4996,51748,150,20
4996,41506,3400,20
4996,16774,8050,0
4996,49767,2187,0
4996,30202,345,10
4996,49087,757,20
4996,13565,4114,10
4996,19671,2247,10
4996,2774,4442,20
4996,50244,312,10
4996,24605,786,0
4996,40356,2816,10
4996,20076,4645,20
4996,13806,8846,20
4996,31377,8077,0
4996,52400,4420,10
4996,36845,2185,0
4996,21955,8971,10
4996,25853,9741,10
4996,27806,8153,10
4996,47626,5507,10
4996,37821,2532,10
4996,29658,7596,20
4996,387,9818,10
4996,41271,8464,20
4996,52347,3738,20
4996,12288,6477,10
4996,47733,2274,30
4996,46086,8103,30
4996,26154,2574,0
4996,20274,2256,10
4996,21967,1869,30
4996,46125,8000,20
4996,18003,887,20
4996,11948,852,0
4996,4294,4459,20
4996,4697,6080,10
4996,34922,5181,10
4996,34116,2796,20
4996,29112,3957,0
4996,14062,1541,0
4996,2625,6005,0
4996,9558,5289,20
4996,2559,6086,0
4996,19435,3731,30
4996,27320,3663,10
4996,12751,6122,20
4996,14796,5096,20
4996,25746,4794,0
4996,43812,6135,30
4996,19926,4812,20
4996,7841,8360,30
4996,39884,241,30
4996,13325,6590,20
4996,32089,6564,30
4996,14567,2176,20
4996,16476,8890,30
4996,26417,1527,30
4996,23893,3673,30
4996,38142,8156,10
4996,6689,7903,20
4996,8717,2802,20
4996,37515,3725,30
4996,49046,6480,0
4996,26394,6414,0
4996,45961,2795,20
4996,15005,4486,10
4996,41201,4036,30
4996,16933,1607,10
4996,49061,652,30
3703,27717,8086,20
3703,1981,8532,20
3703,5301,2398,30
3703,45368,2107,10
3703,53233,510,10
3703,16988,1743,0
3703,35853,5478,10
3703,40932,3213,10
3703,49190,3200,10
3703,41810,9940,20
3703,24388,5557,10
3703,30342,8781,10
3703,24340,336,30
3703,39077,8813,30
3703,30484,4503,10
3703,50435,2951,10
3703,26506,1215,30
3703,15536,5815,0
3703,12913,2951,20
3703,3911,9370,30
3703,18081,1138,30
3703,38157,2359,30
3703,29953,2036,30
3703,46687,2875,10
3703,47478,8687,0
3703,34560,401,20
3703,32589,3024,0
3703,15897,3127,30
3703,14358,9405,20
3703,10130,6449,30
3703,25044,622,30
3703,11354,1494,0
3703,46445,387,0
3703,4453,5258,0
3703,29982,54,10
3703,18329,8585,10
3703,24758,6490,30
3703,19592,1628,20
3703,45694,8626,30
3703,4439,2057,30
3703,1853,8693,20
3703,29483,8870,0
3703,1592,5111,10
3703,3369,3827,20
3703,31800,6576,10
3703,12220,636,30
3703,14318,8828,30
3703,44693,1235,20
3703,37939,4530,0
3703,26798,5654,0
3703,34171,3737,30
3703,44340,8592,20
3703,38890,4764,30
3703,19623,8567,30
3703,16643,1334,10
3703,39333,6592,0
3703,42224,6553,0
3703,19062,1268,20
3703,8620,3701,20
3703,1122,7272,0
3703,49000,9405,30
3703,35738,8121,10
3703,51340,4471,10
3703,19439,9493,20
3703,50678,7328,30
3703,47181,773,30
3703,14285,7508,20
3703,5022,3478,0
3703,14829,3089,10
3703,35435,4269,30
3703,42954,4759,30
3703,33615,4769,10
3703,36927,9717,20
3703,15547,6488,10
3703,29607,5981,0
3703,40680,7832,10
3703,11224,5436,30
3703,16211,9626,20
3703,4743,3533,20
3703,50427,2315,20
3703,45020,29,0
3703,23655,9385,10
3703,46963,3355,10
3703,13545,9137,10
3703,33136,9930,10
3703,52285,7170,20
3703,40973,5710,20
3703,50903,2469,10
3703,20871,9345,10
3703,45707,9161,10
3703,44035,807,10
3703,6541,9171,30
3703,42547,5728,20
3703,25430,212,30
3703,46189,2448,10
3703,22971,2743,20
3703,46849,8815,20
3703,33114,8976,0
3703,46272,5980,20
3703,17266,6466,10
3703,43438,8371,30
3703,28670,7273,30
3703,44393,8309,20
3703,37408,4741,0
3703,3338,7417,10
3703,32962,8062,0
3703,50281,7864,20
3703,10156,5360,10
3703,14278,1477,0
3703,24636,4177,10
3703,7985,3032,10
3703,30746,7838,20
3703,16323,9308,10
3703,47127,2556,30
3703,21225,526,20
3703,24803,3150,30
3703,38905,245,30
3703,7534,7229,30
3703,28440,7468,30
3703,7589,1357,20
3703,5674,1527,30
3703,3344,52,20
3703,39876,3997,0
3703,27350,6260,0
3703,25533,5615,20
3703,3552,865,0
3703,50533,5493,20
3703,17019,3881,10
3703,39559,6881,20
3703,25004,8573,20
3703,35866,6198,30
3703,41360,7823,20
3703,44815,6505,30
3703,22712,7571,20
3703,52305,4251,0
3703,31829,8578,20
3703,14503,9120,0
3703,10668,8618,0
3703,15262,5736,20
3703,9584,85,10
3703,15809,6411,30
3703,26109,4586,30
3703,14328,8829,20
3703,33569,1102,30
3703,11190,6109,30
3703,25899,8661,0
3703,18080,609,0
3703,27818,1169,10
