claimID,balance,uin
8106462377,405633,FGIHMIP22106V032122
5242255960,77509,FGIHLIP22112V032122
8230692665,602246,ICIHLGP22090V032122
4912706842,901424,CHOHLIP21017V012122
4879101039,166844,SHAHLGP22041V022122
7999850922,724949,HDFHLGP22022V032122
4130311297,863359,ICITIDP22079V052122
8508568798,345157,NAVHLGP22068V032122
2274581900,572119,UIIHLGP22150V032122
3229129442,800009,UIIHLIP22187V032122
5233355075,570256,BAJTIOP22125V022122
5243998703,649389,HDFHLGP21001V032122
5297390061,548925,NAVPAIP22058V032122
6583633061,628145,ICITIDP22079V052122
6128707136,916469,SHAHLIP22032V052122
8413308754,236519,HDFTIOP22056V022122
7273047824,267602,TATHLIP22176V012122
9316400451,91186,BAJTIOP22125V022122
3526496636,714695,CHOHLIP21017V012122
4558203415,213289,ICIHLGP22083V022122
6569532127,307866,NAVHLGP22063V032122
9434379375,502228,LIBTIDP22097V012122
2988780126,229079,SBIHLIP22138V042122
8263024844,51859,IFFHLGA22170V012122
4915969093,298224,TATHLGP21004V032122
7293815253,428753,ICIPAGP22085V032122
6785207307,931200,BAJTIDP22129V022122
1301529396,575154,BAJTGDP22127V022122
4209632224,976094,BAJTIDP22128V022122
7276598565,448492,HDFHLIP22193V072122
8654836992,942760,RQBPAGP22113V012122
2736190155,461775,HDFHLGP22144V032122
2328890455,226949,UIIHLGP22008V032122
7545834857,776495,SBIHLIP22158V012122
7276452666,669742,BAJHLIP22019V022122
7292055243,513470,BAJHLGP22020V022122
8827254051,974116,CHOHLGP22160V012122
5807476294,94694,CHOPAGP22042V012122
8840011008,186838,UIIHLIP22180V042122
4529493922,819532,SHAHLIP22140V012122
4631692024,111662,FGIHMIP22106V032122
6491748112,132671,ICITIOP22093V032122
2146202834,802090,NAVHLIP22060V032122
7646044963,215399,HDFHLGP21002V022122
6193051939,535850,BAJTGOP22172V012122
6065055841,227693,ICITGBP22095V032122
9564312595,188911,SBIHLIP22135V032122
2525872433,256043,UIIHLIP22180V042122
1766483154,996936,UNIHLIP22139V032122
3535053599,780027,NIAPAIP22003V012122 
9834715985,925449,SBIHLIP22158V012122
5090253797,608350,CHOPAGP22042V012122
4110169408,345634,CHIHLIP22071V012122
2082267894,921804,NAVHLGP22068V032122
5981645547,932481,BAJTGOP22126V022122
8806172591,211045,BAJTIOP22122V022122
5930466518,294022,TATPMIP22009V012122 
6436108609,781246,ICITIDP22079V052122
1058467821,453088,SHAPAIP22039V022122
6136269816,189896,KOTPAGP22075V022122
1872628722,928715,HDFHLIP21005V022122
2224633066,862066,HDFHLIP22193V072122
9950137845,147465,NAVTGBP22066V032122
9001356914,111387,NBHHLIP22152V012122
4263811740,905606,HDFHLIP22193V072122
7674774272,972479,ICIPAGP22085V032122
7428883516,483820,BAJHLGA22166V012122
5404815609,988591,TATHLIP22176V012122
6725388808,401107,BAJTGOP22119V022122
3189791561,559454,ICIPAGP22085V032122
7384560125,165278,BAJTGOP22126V022122
9834146038,93572,FGIHMGP22107V032122
5025951200,507653,BAJTIOP22121V022122
7792429302,202204,NAVHLGP22064V032122
2518223014,33011,NAVHLGP22069V032122
8787136617,277552,FGIHLIP22189V032122
2724781438,170115,TATHMGP21015V022122
9726009183,828534,SHAHLIP22031V022122
8734131427,71827,RQBPAGP22113V012122
5520236269,345190,ICIHLIP22092V032122
7586691423,248200,NAVHLGP22063V032122
2972471009,631849,FGIHMIP22106V032122
5198470725,489879,ICIHLIP22100V032122
1735213695,762703,CHIHLIP22047V012122
6698201507,735317,CHIPAGP22044V012122
4126375255,510417,HDFHLIA22188V012122
7826019853,319922,BAJHLGP22165V012122
7127180266,178677,BAJTGOP22172V012122
4142900519,849445,HDFTIOP22052V022122
1437545936,439776,SBIPAGP22182V012122
4081974664,458666,LIBTGDP22171V012122
9655833150,736198,SHAHLIP22036V042122
3874499155,842175,KOTPAGP22075V022122
3141713403,41747,NAVHLIP22061V032122
7959185367,59255,MAXHLGP22046V012122
3707668348,768650,SBIPAGP22182V012122
8990234798,743166,BAJHLGA22166V012122
1634753794,274586,NIAPAIP22003V012122 
1841238162,892175,BAJHLGP22020V022122
7409133795,270851,NBHHLIP22151V012122
4518200604,486824,SHAHLIP22036V042122
6853629009,671438,FGIHLGP22014V022122
3822080824,160508,ICITIOP22093V032122
1845149566,184379,HDFHLGP21001V032122
4215340993,568651,ADIHLAP21590V012021
9424430063,228452,ICITIDP22081V042122
6217984673,994238,ICIPAGP22077V062122
2174367911,106053,TATPMIP22009V012122 
2712992626,519243,EDLHLIP21012V012122
5100644603,596325,BAJTIOP22124V022122
4265442325,947741,SBIHLIP22138V042122
7589603847,102699,GODPAGP22103V032122
2699443255,101772,KOTPAIP22072V042122
5331310025,555136,HDFHLIP21016V012122
8143528287,929953,SHAHLIP22140V012122
1167120212,274312,BAJTIDP22128V022122
5444265983,729280,NBHHLGP22154V012122
1868513290,525870,BAJTIOP22121V022122
2472364952,384212,LIBTGDP22098V012122
3032659726,852766,ICIPAIP22076V042122
1445657214,362736,HDFHLGP22144V032122
8567028056,891999,NAVHLIP22059V032122
2065493580,673484,ICIHLIP22096V062122
3568497501,699299,NAVPAIP22058V032122
1018495191,722799,SBIHLIP22137V032122
1081357470,408236,BAJTGOP22126V022122
1382986372,963248,SHAHLIP22029V072122
7742474315,850103,UIIHLGP22008V032122
6555119374,814966,ICIPAIP22091V042122
5467570862,232997,ADIHLAP21589V012021
6689798881,730306,NAVHLGP22064V032122
3509475329,761010,SBIHLIP21043V012122
9029393659,304295,ICIHLIP22092V032122
9934357573,330449,ICIHLIP22100V032122
9193036270,719148,HDFHLGP21001V032122
5424674934,996369,NBHHLIP22156V032122
6846497321,213325,NBHHLIP22152V012122
3076164779,941267,SHAHLGP22134V012122
3941573920,885414,ADIPAIP21628V012021
5945895211,359799,ICIPAGP22088V042122
7042947416,376949,SBIHLIP22135V032122
2983049853,896328,SHAHLIP21011V052122   
7826914439,838673,NBHHLGP22117V012122
9452147652,390411,FGIHLIP22105V022122
9979506371,26687,IFFHLIA22178V012122
7277453440,725665,HDFTGBP22159V012122
7514649538,875257,HDHHGP21544V012021
2972153650,31299,FGIHMGP22107V032122
7801117324,428046,SHAHLIP22140V012122
9843257220,917848,NAVTGBP22066V032122
3868750825,832663,HDFHLGP22143V032122
6109988360,872987,SBIHLIP22158V012122
3810793679,261220,RQBPAGP22113V012122
4348246234,860954,SHAHLIP22032V052122
5574452441,717229,SHAHLIP22140V012122
7286815617,217003,CHIHMGP22132V012122
6023600925,178049,NAVPAGP22065V032122
8550696733,844959,HDFHLIP22021V042122
3102478929,856218,FGIHLGP22108V022122
7895369853,266856,ICIPAGP22077V062122
3247396527,662272,CHIHLIP22071V012122
4914604544,171672,NAVTGBP22066V032122
8336016002,859696,BAJHLIP22024V032122
2545651410,401110,ADIPAIP21628V012021
5428956402,869890,NAVHLIP22061V032122
9948997181,713076,NBHHLGP22117V012122
8078930902,951575,ADIPAIP21628V012021
8433466228,143545,SHAHLIP22028V072122
3322099906,324089,BAJTGOP22126V022122
5096736236,892395,BAJTGOP22123V022122
2748740117,537002,CHOHLIP21017V012122
7252366413,412381,SHAHLGP22134V012122
4475177441,678676,ICITGBP22095V032122
3032659171,874168,FGIHLGP22110V032122
9837662770,252560,ACKPAIP21638V012021
6602917471,488148,FGIHMGP22107V032122
7719644902,557731,SBIHLIP22138V042122
1638999665,732701,ICITIDP22087V032122
4948010239,480315,EDLHLIP21012V012122
3710150298,606155,UIIHLGP22018V012122
8665928633,808155,SHAHLGP22134V012122
9763496278,750269,SHAHLGP22041V022122
7585455094,591490,ICIHLIP22096V062122
5107504396,319055,FGIHLIP22104V022122
3623278147,608513,HDFTIOP22056V022122
1915155977,531062,SHAHLIP22140V012122
6480875331,38101,GODTGOA22173V012122
2728141268,81568,NAVHLIP22006V042122
5515103442,404566,SBIHLIP22135V032122
8554779078,169802,NAVPAIP22058V032122
7901330406,250239,SHAHLIP22037V062122 
9070062129,835910,ICIHLIP22131V012122
1050387793,293980,ICIHLGP22086V022122
9679738473,731103,ICIHLIP22131V012122
3254008286,100688,RQBPAGP22113V012122
1986668101,647307,BAJTGOP22123V022122
5115275343,29381,FGIHLGP22014V022122
1287587252,348840,SHAHLIP22035V062122 
2755794047,810456,ICITIDP22081V042122
7581228205,48183,NIAPAIP22003V012122 
2433558052,613119,UNIHLGP22161V012122
5638472679,454774,SHAHLIP22027V032122
7125009322,300320,NBHHLGP22157V032122
6489128806,363887,ICIPAIP22091V042122
9658727633,764782,BAJTIOP22121V022122
9573890388,848774,GODPAGP22191V012122
7476362068,140677,BAJHLIP22024V032122
3630932801,641307,CHIHLIP22071V012122
2258052866,730556,CHOHLGP22025V012122
3480336283,997545,ICITGDP22082V032122
9551129209,723904,KOTHMGP22115V022122
9690112147,281514,HDFHLGP22022V032122
9714176883,24134,ADIHLAP21590V012021
5241331529,283902,FGIHLIP22104V022122
4375366029,38113,NBHHLGP22154V012122
9100218382,435995,BAJTIDP22129V022122
4133539669,147812,BAJHLIP22019V022122
9625397428,574480,UNIHLGP22161V012122
7902785020,553153,TATHLIP22176V012122
6415359859,173074,HDFTGBP22159V012122
8790510958,54612,BAJHLIP22192V032122
7933976660,385640,NAVTGBP22066V032122
9664872186,426036,ICIHLGP22086V022122
2332797036,938427,NBHHLGP22157V032122
5550630505,880996,CHIHLIP22047V012122
5461470570,238228,HDFTIOP22051V022122
9382762098,377393,ICITIOP22094V022122
5332406015,42067,SHAPAIP22039V022122
6679460437,125167,ADIPAIP21628V012021
2005998876,990533,HDFHLIP22021V042122
1027849976,281346,NAVHLGP22063V032122
5569802005,444090,GODPAGP22191V012122
1950723748,618173,SHAHLIP22102V052122
1828720774,827237,SHAHLIP22140V012122
9126538789,329969,ICITGBP22080V032122
5946625161,507294,SHAHMIP22038V032122
7768197395,993946,NBHHLIA22164V012122
4612316437,446687,SHAHLIP22029V072122
2586561325,782918,NAVHLGP22069V032122
1055739390,692823,NBHHLIP22151V012122
9331536677,113865,SHAHLIP22034V062122
9411775930,208819,SHAHLIP22028V072122
2478585150,75226,BAJTIOP22124V022122
5291466590,982093,SHAHLIP22033V022122
5774868316,743046,TATHLIP22176V012122
1946555065,743370,UIIHLGP22018V012122
4496299096,17630,NAVHLGP22064V032122
5853774193,141738,NAVTGBP22066V032122
8545276300,940725,SHAHLIP21011V052122   
8040531315,618222,UNIHLGP22074V012122
7803786490,312529,HDFTIOP22055V022122
3502116101,241760,UIIHLGP22008V032122
2345770406,32500,FGIHLIP22104V022122
6984021482,190724,FGIHLGP22109V032122
9350517027,246321,SHAHLGP21058V022021
7426917248,838850,FGIHLIP22105V022122
2952239521,438525,TATHLGP21004V032122
3464119635,124585,SHAHLGP22147V022122
3416650051,890144,ICITGDP22082V032122
4483405707,899906,BAJTIOP22121V022122
5037914624,71113,BAJTIDP22128V022122
5492333617,506031,BAJHLIA22169V012122
7120910122,860037,HDFTIOP22051V022122
2019605222,30753,HDFPAIP21624V012021
1821750430,217944,BAJHLIP22019V022122
2522189591,29750,SHAHLGP22134V012122
2093247511,365440,SHAHLIP22028V072122
8128015925,816031,HDHHGP21544V012021
4618329626,381673,NAVTGBP22066V032122
4529762316,691070,KOTHLGP22168V012122
9489844877,151545,KOTHLIP22057V052122
2944767795,30526,FGIHLIP22105V022122
6435165990,300058,ICITIDP22081V042122
4876118290,916509,BAJHLIP22024V032122
3326284165,888385,SHAHLIP22036V042122
6297072664,304995,ICIPAIP22091V042122
6022705668,64445,ICIHLGP22083V022122
9870929662,722430,KOTPAIP22072V042122
3382130399,32097,KOTHMGP22115V022122
6785849045,786904,SBIPAGP22182V012122
9812448440,925954,ICIHLGP22084V042122
6851966133,367607,BAJHLIP22024V032122
7678467526,14970,NAVHLIP22059V032122
7453793649,479464,KOTHLIP22057V052122
3087051430,587499,ICIPAIP22091V042122
9182651944,477771,CHOHLGA22186V012122
6533401504,488958,SHAHLIP22032V052122
7108073097,278831,ICIHLGP22083V022122
7842878210,714723,CHIPAGP22044V012122
9529432086,490513,CHOHLGP22160V012122
9311551566,964424,ICITGBP22095V032122
7360326262,81886,NBHHLGP22154V012122
9581011365,872537,ICITIDP22081V042122
7191252245,428288,ICITIOP22094V022122
8532383946,305829,BAJHLGP22020V022122
3791758590,876465,BAJHLGP22020V022122
7475338345,100493,ICIHLIP22096V062122
6666907104,463131,ICIHLGP22086V022122
8232976386,733877,HDFTGOP22054V022122
6622765840,871358,SHAHLIP22036V042122
6767070206,812120,CHIHLIP22047V012122
9134079323,453324,ICIHLGP22083V022122
6965104064,652794,HDFHLGP22143V032122
2494348677,695246,BAJTGDP22120V022122
9020413583,732768,NICHLIP22045V012122
3851134715,665757,ICIHLIP22131V012122
5736151951,752601,FGIHLGP22108V022122
3435571306,812081,NAVHLGP22068V032122
5473729796,289627,LIBTIDP22097V012122
1709024336,681067,NAVTGBP22066V032122
5256142220,243300,NIAPAIP22003V012122 
5256704710,190027,FGIHLIP22013V022122
7317001234,625686,SHAHLGP22041V022122
1319964552,187984,ICITGBP22080V032122
9314888898,379664,SHAHLIP22027V032122
2971599875,724630,FGIHLIP22189V032122
2480876315,920275,FGIHMIP22106V032122
7831880825,867802,ICITIDP22081V042122
8963309795,623239,HDFTIOP22056V022122
6993391449,436997,SHAHLGP22041V022122
3151772291,723466,TATHMGP21015V022122
3547644477,861143,NAVTGBP22066V032122
2969391314,81674,CHOHLGP22160V012122
5310413231,225309,FGIHLIP22013V022122
2321746675,929249,NBHTIOP22148V012122
9733455183,718106,SHAHLIP22102V052122
6670889512,750028,ICIHLIP22100V032122
3592373258,145769,HDFTIOP22051V022122
9629062954,743377,BAJHLIP22019V022122
1797001961,690492,GODPAGP22191V012122
9753338664,485730,TATHLIP22176V012122
1824224854,367138,BAJTIOP22121V022122
3451776227,23891,BAJTGOP22123V022122
4390132751,478431,SHAHLIP22031V022122
8523830167,860089,HDFHLGP22143V032122
6546086197,90729,KOTHLIP22057V052122
2014337301,769132,NBHPAIP22153V012122
5076528006,143813,HDHHGP21544V012021
2753442039,353376,ICIPAIP22091V042122
3271607119,28305,CHOHLGA22186V012122
1038914350,325150,LIBTGDP22098V012122
1403652904,431596,SHAHLIP22032V052122
2283089033,244329,EDLHLIP21012V012122
8438218013,114883,NBHHLIA22164V012122
3368970482,960504,OICHLGP22026V012122
1314454204,14838,ICITIOP22094V022122
3426238558,223101,NBHHLIA22164V012122
9202956699,308966,BAJTGDP22127V022122
7392195374,658720,HDFHLIP22021V042122
8155966579,54269,NIAPAIP22003V012122 
7084329064,605494,KOTHMGP22115V022122
1508997927,526639,FGIHLIP22105V022122
3705585411,391107,FGIHMIP22106V032122
4314590450,64873,NAVHLGP22063V032122
4946874637,211252,CHIHMGP22132V012122
3649426674,483154,ICITIOP22094V022122
8419342708,826352,HDFTGOP22054V022122
2984519778,227535,NBHTIOP22148V012122
1822367309,324853,HDFTIOP22052V022122
3894450037,684710,BAJHLGP22130V022122
3154060676,881304,SBIHLIP22136V032122
3444414480,560875,ICIHLGP22083V022122
5618413950,459239,UNIHLGP22074V012122
9875787551,600801,NAVHLIP22059V032122
1799305988,252717,NBHHLGP22117V012122
6338704828,6637,HDFTIOP22051V022122
1237946071,602139,NBHHLIP22152V012122
1931931463,44312,NAVHLGP22063V032122
8189731725,642096,UIIHLGP22150V032122
5179308891,504743,NIAPAIP22003V012122 
7828866614,191042,NAVPAIP22058V032122
7668117084,846793,KOTHLGP22168V012122
9668886647,179036,CHOHLGP22183V012122
3183845529,264404,BAJTIOP22124V022122
7958284076,63221,FGIHLGP22110V032122
1088618344,474533,UIIHLGP22018V012122
7970942184,164114,HDFHLGP22022V032122
6501436513,524357,HDFHLIP22145V032122
6500298086,100046,SBIPAGP22181V012122
8581841969,740013,BAJHLGP22130V022122
7683107976,16312,BAJTGDP22120V022122
1657417680,948863,BAJTIDP22129V022122
6594148306,177386,MAXHLGP22046V012122
5798050823,158810,HDFHLIA22188V012122
5614785749,878942,FGIHLGP22014V022122
2444575829,808678,ICIHLGP22086V022122
2164123713,652411,HDHHGP21544V012021
4745907935,48741,NBHHLGP22154V012122
9795339525,860590,SHAHLIP22140V012122
3922145711,914029,NAVTGBP22066V032122
3831008945,995838,FGIHLIP22104V022122
1869276419,869438,SHAHLIP22140V012122
8545560294,827616,ICITIDP22087V032122
2185863892,706888,HDFHLIP21005V022122
5091097149,694941,ICIPAIP22076V042122
3920399817,4364,ICITGDP22082V032122
7071926893,520378,ADIHLAP21590V012021
5929005175,752074,NAVPAIP22058V032122
2019059784,338898,UNIHLIP22139V032122
6154391606,193267,ICITIOP22078V042122
2026501380,406541,ICIHLIP22096V062122
2729011868,84519,NBHHLIA22175V012122
3016161471,841466,ICIHLIP22092V032122
2709293797,69104,HDFTGOP22053V022122
7000380536,902833,SHAHLIP21011V052122   
4624656490,551423,TATHLGP21004V032122
7655287833,577229,NBHHLIP22151V012122
6420040142,241378,FGIHLGP22110V032122
6230499197,519265,IFFHLGA22170V012122
5378190320,802903,NAVHLIP22062V032122
6624075869,889131,SHAHLIP21011V052122   
4000026632,894483,HDFHLIP22145V032122
2971038956,65200,FGIHMGP22107V032122
3793393481,348235,HDFTGOP22054V022122
8513109120,982706,ADIPAIP21628V012021
3929662480,884590,ICIHLIP22131V012122
3020741947,55031,UIIHLIP22070V042122 
6505716341,496745,KOTPMGP22116V022122
8650040990,415910,BAJHLIP22192V032122
1434461753,866649,NBHPAIP22153V012122
8821813849,207567,SHAHMIP22038V032122
5522709161,7190,FGIHLGP22110V032122
7035686555,132600,SHAPAIP22039V022122
2005987206,445222,UNIHLGP22161V012122
7694217238,657556,SHAHLIP22033V022122
4604701313,416350,SHAHLIP22036V042122
9985576620,25579,FGIHLIP22104V022122
5066054792,529641,CHIHMGP22132V012122
9350597680,843646,SHAHLGP22134V012122
1744125027,333476,CHOHLGA22186V012122
9398659683,787936,OICHLIP21578V012021
7573822274,217440,BAJTGDP22120V022122
3092807436,542165,BAJHLIP22024V032122
6799785781,756666,SBIPAGP22181V012122
6326886785,207868,CHIHMGP22132V012122
7272692053,223420,BAJHLGA22166V012122
4693282147,309537,SHAHLIP22033V022122
3119848913,469408,BAJHLIP22019V022122
3533986491,821794,NAVHLIP22006V042122
1939481262,975625,OICHLGP22026V012122
6355552082,699618,NBHHLIP22151V012122
9172144678,510054,NAVHLGP22069V032122
3984418025,460844,SHAHLGP21058V022021
4198582236,993067,SBIHLIP21043V012122
1439029504,774094,SHAHLIP22040V052122
6425549711,246427,FGIHLGP22108V022122
7132737216,372793,SHAHLIP22029V072122
9507990699,306933,EDLHLIP21012V012122
6052624011,779302,ICIPAIP22076V042122
7444966350,314862,ICITIDP22081V042122
5276152857,602812,ICITIOP22093V032122
3742195667,379981,SHAHLIP22034V062122
1567248682,893229,CHOPAGP22042V012122
6890410180,105308,UNIHLIP22139V032122
4256479684,787104,NAVHLGP22067V032122
9851986424,832323,CHOHLGP22025V012122
5095777011,851535,NBHHLIP22152V012122
9512398159,333447,OICHLIP21578V012021
1498353780,267899,SHAHLIP22037V062122 
2705245464,280263,SBIHLIP22158V012122
2713988831,551816,ICITGBP22080V032122
5398882586,115168,SHAHLGP22041V022122
3974434677,852251,HDFTGBP22159V012122
5050636037,441324,ICITIOP22094V022122
5578746894,411745,NBHHLGP22154V012122
4840448752,204855,SHAHLIP22028V072122
4519889105,840152,HDFTIOP22055V022122
8362061242,172795,BAJHLIP22019V022122
2385407824,776044,BAJHLIP22024V032122
8510615461,127827,HDFHLGP22143V032122
9205812044,54303,ICIPAGP22085V032122
1284256564,175837,NAVHLGP22068V032122
1893693818,137708,SBIPAGP22182V012122
2646972974,473584,UNIHLIP22139V032122
4191977840,805500,KOTPAIP22072V042122
3710225827,595072,BAJTGOP22126V022122
9261734225,379729,KOTHMGP22115V022122
5457634933,275153,HDFTIOP22055V022122
8639427680,874068,CHIHLIP22047V012122
5855573022,723346,CHIHLIP22071V012122
8679438111,313820,ICIPAIP22076V042122
8449993087,300624,BAJTIDP22129V022122
9241677063,503669,ICIPAGP22088V042122
1298172442,913450,NAVHLGP22063V032122
9713883555,139803,ICIPAGP22077V062122
7211603177,170562,BAJTIOP22125V022122
8675734944,607224,NAVHLIP22059V032122
4357300686,719282,NAVHLGP22069V032122
1423107337,198596,BAJHLGP22165V012122
9761531955,377353,UIIHLGP22008V032122
4207489719,202958,RQBPAGP22113V012122
1738920909,34131,ICIHLIP22092V032122
3742124750,812663,ICITGBP22095V032122
8296183145,346680,OICHLGP22026V012122
6761212900,769338,ADIHLAP21590V012021
5963500258,824427,HDFHLIA22141V032122
4056641692,176801,FGIHLGP22108V022122
6914321280,831763,ICIHLGP22084V042122
9507857256,378588,SHAHLGP22147V022122
2051999961,979272,BAJTGOP22172V012122
5907152751,229392,BAJTGOP22123V022122
1930362158,640901,BAJTGDP22127V022122
5811986710,414908,NBHHLGP22117V012122
4402582109,531688,UIIHLGP22018V012122
9205540954,652513,UIIHLGP22150V032122
5913509107,194691,BAJTIOP22124V022122
7068042580,793579,CHIHLIP22071V012122
9877595114,578256,NAVHLIP22133V012122
5814829564,757123,KOTHLGP22099V042122
3792533484,589553,SHAHLIP22040V052122
5539527085,330635,FGIHLIP22189V032122
2088798636,332666,IFFHLIA22178V012122
1730293258,910786,OICHLGP22026V012122
4156725625,51281,HDFTIOP22051V022122
3442797896,179909,UNIHLGP22161V012122
6485488425,760794,NAVHLIP22062V032122
2067130894,13604,HDFHLGP22022V032122
9482717558,693003,HDFTGOP22050V022122
3342839722,752674,FGIHLGP22111V032122
1310947878,733194,ADIHLAP21591V012021
5585837878,155047,SHAHLIP22027V032122
8144693414,179627,FGIHLIP22112V032122
5263760391,552834,HDFHLIP22021V042122
7104042333,859822,CHOHLGA22186V012122
1728522952,455619,NBHHLIA22175V012122
8589856640,163825,FGIHLGP22108V022122
7144038449,168940,HDFHLIA22188V012122
2944628868,543930,SHAHMIP22038V032122
6767176531,618392,TATPMIP22009V012122 
1785210546,818240,ICITIDP22081V042122
5170163723,848089,KOTPMGP22116V022122
7236543749,379691,BAJHLIP22192V032122
2759884902,342222,NAVHLIP22133V012122
5128976790,580425,UIIHLGP22018V012122
2152254601,543140,BAJTGDP22120V022122
6516422521,111520,SHAHLIP21011V052122   
8569271236,146747,NBHHLIP22155V032122
1129150009,955254,ADIHLAP21590V012021
1988071771,729734,BAJHLIP22192V032122
9963563171,461631,KOTHMGP22115V022122
7682695713,863077,HDFHLGP21002V022122
6181877867,102331,BAJHLIP22019V022122
7562744727,206402,SHAHLGP21058V022021
9362751697,327757,HDFTIOP22055V022122
1720085692,444370,SHAHLIP22040V052122
3829225018,160883,ADIHLAP21588V012021
4536535323,597091,UIIHLIP22070V042122 
9321752556,272185,ADIHLAP21591V012021
8494247618,95366,SHAHLIP21011V052122   
5833524318,843879,KOTPAIP22072V042122
4029740768,837382,SBIHLIP22158V012122
8945728234,129055,HDFHLGP22144V032122
2797988749,583610,KOTHLIP22057V052122
1691989668,671531,ADIHLGP22023V032122
5188182596,50684,ICIHLIP22131V012122
7545917867,274001,UIIHLGP22018V012122
9251154136,897857,CHOHLGP22025V012122
8554310458,617869,SBIHLIP22137V032122
1855046726,584506,KOTPMGP22116V022122
8163498896,414880,SBIHLIP22138V042122
7947589545,705659,SBIHLIP22158V012122
8402067749,914362,SHAPAIP22039V022122
4314450110,191549,BAJTGDP22120V022122
5180835050,444651,CHIHLIP22047V012122
9370399983,145952,BAJTGOP22123V022122
5195404621,687139,SHAHLIP22032V052122
9398188151,200964,SHAHLIP22033V022122
8060140963,801841,LIBTGDP22098V012122
9140523226,91658,FGIHLGP22108V022122
6811638283,348721,ADIHLAP21590V012021
7809265627,905013,BAJTIOP22122V022122
8906656635,928436,ICIPAGP22088V042122
3977913873,314866,NAVHLGP22068V032122
8011329440,866118,LIBTGDP22171V012122
7684770432,701354,BAJHLGA22166V012122
7594937717,610735,NBHHLGP22154V012122
1588752300,836391,FGIHLGP22108V022122
2136067950,547385,GODPAGP22191V012122
2532677745,777628,CHIHLIP22047V012122
3772276989,417176,HDFTGOP22053V022122
7578674261,926264,SHAHLIP22029V072122
9784919941,676235,SHAHLIP22035V062122 
4422239845,146914,ICIPAGP22088V042122
3117159718,301201,NBHHLGP22157V032122
2251862272,423795,ICIHLGP22090V032122
8462057696,881508,CHIHLIP22071V012122
4571032308,950606,UNIHLGP22161V012122
2563033430,98484,SHAHLIP22102V052122
7871079036,285843,ICIHLGP22086V022122
7605283979,798762,NAVPAIP22058V032122
8173775488,416528,FGIHMGP22107V032122
8538378075,314253,HDFHLIA22141V032122
4326051081,360934,SHAHLIP22033V022122
9921133869,18922,OICHLIP21578V012021
9013840993,186851,NAVHLGP22063V032122
9460141077,802221,SHAHLIP22031V022122
2238548827,113742,BAJHLIP22019V022122
6552461588,416094,NBHHLGP22117V012122
1467533588,966131,NBHTIOP22148V012122
1959823671,223646,FGIHLIP22013V022122
2913328840,249001,ADIHLAP21589V012021
4310523901,436455,KOTHLGP22168V012122
5556046799,315014,NBHHLIP22151V012122
7358321286,957338,CHOHLGP22183V012122
5677374125,679308,SHAHLIP21011V052122   
2249005280,148439,FGIHLGP22111V032122
9043308325,724724,HDFHLGP22022V032122
3943065937,277918,LIBTGDP22171V012122
3883884378,299366,SBIPAGP22181V012122
9436539913,636706,HDFHLGP21002V022122
9355573809,974142,SHAHLIP22034V062122
9651475933,399209,FGIHLGP22111V032122
1325595546,675073,BAJTGDP22120V022122
